source,author,title,description,url,urlToImage,publishedAt,content,topic
"{'id': None, 'name': 'CNBC'}",,What we know about the cyberattack that hit major European airports,Brussels Airport said it expected heavy disruption and flight cancellations into Sunday as a result of the cyberattack.,https://www.cnbc.com/2025/09/21/what-we-know-about-the-cyberattack-that-hit-major-european-airports.html,https://image.cnbcfm.com/api/v1/image/108201662-1758444813910-gettyimages-2235873725-AFP_768K7DH.jpeg?v=1758444859&w=1920&h=1080,2025-09-21T09:13:03Z,"Travellers wait in Terminal 4 at Heathrow Airport on Sept. 20, 2025 after major European airports including Brussels, Berlin and London's Heathrow were hit by ""cyber-related disruption.""
Disruption … [+4309 chars]",technology
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,VPNs Are in High Demand for These Main Reasons,A new study reveals how virtual private networks are expanding outside of the niche technology just for businesses.,https://slashdot.org/firehose.pl?op=view&amp;id=179425358,,2025-09-21T09:12:28Z,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,technology
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Pallas Capital Advisors LLC Makes New $567,000 Investment in BorgWarner Inc. $BWA","Pallas Capital Advisors LLC purchased a new position in BorgWarner Inc. (NYSE:BWA – Free Report) in the second quarter, Holdings Channel.com reports. The firm purchased 16,922 shares of the auto parts company’s stock, valued at approximately $567,000. Other i…",https://www.etfdailynews.com/2025/09/21/pallas-capital-advisors-llc-makes-new-567000-investment-in-borgwarner-inc-bwa/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/Borg_Warner_logo-1200x675.jpg&w=240&h=240&zc=2,2025-09-21T09:10:51Z,"Pallas Capital Advisors LLC purchased a new position in BorgWarner Inc. (NYSE:BWA – Free Report) in the second quarter, Holdings Channel.com reports. The firm purchased 16,922 shares of the auto part… [+6494 chars]",technology
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Insurance Stocks Worth Watching – September 19th,"Tesla, UnitedHealth Group, Opendoor Technologies, SoFi Technologies, and Berkshire Hathaway are the five Insurance stocks to watch today, according to MarketBeat’s stock screener tool. Insurance stocks are shares of publicly traded companies that underwrite a…",https://www.etfdailynews.com/2025/09/21/insurance-stocks-worth-watching-september-19th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-09-21T09:10:48Z,"Tesla, UnitedHealth Group, Opendoor Technologies, SoFi Technologies, and Berkshire Hathaway are the five Insurance stocks to watch today, according to MarketBeat’s stock screener tool. Insurance stoc… [+3789 chars]",technology
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Pallas Capital Advisors LLC Has $413,000 Holdings in Dolby Laboratories $DLB","Pallas Capital Advisors LLC lessened its holdings in shares of Dolby Laboratories (NYSE:DLB – Free Report) by 3.2% during the second quarter, according to the company in its most recent Form 13F filing with the SEC. The firm owned 5,564 shares of the electron…",https://www.etfdailynews.com/2025/09/21/pallas-capital-advisors-llc-has-413000-holdings-in-dolby-laboratories-dlb/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/dolby-laboratories-inc-logo-1200x675.png?v=20221110153849&w=240&h=240&zc=2,2025-09-21T09:10:48Z,"Pallas Capital Advisors LLC lessened its holdings in shares of Dolby Laboratories (NYSE:DLB – Free Report) by 3.2% during the second quarter, according to the company in its most recent Form 13F fili… [+6181 chars]",technology
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Focus Financial Network Inc. Buys 65 Shares of Spotify Technology $SPOT,"Focus Financial Network Inc. lifted its holdings in Spotify Technology (NYSE:SPOT – Free Report) by 11.3% during the 2nd quarter, HoldingsChannel reports. The fund owned 642 shares of the company’s stock after acquiring an additional 65 shares during the quar…",https://www.etfdailynews.com/2025/09/21/focus-financial-network-inc-buys-65-shares-of-spotify-technology-spot/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/spotify-technology-sa-logo-1200x675.png?v=20221104145543&w=240&h=240&zc=2,2025-09-21T09:10:48Z,"Focus Financial Network Inc. lifted its holdings in Spotify Technology (NYSE:SPOT – Free Report) by 11.3% during the 2nd quarter, HoldingsChannel reports. The fund owned 642 shares of the company’s s… [+4583 chars]",technology
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Woodward, Inc. $WWD Shares Sold by Pallas Capital Advisors LLC","Pallas Capital Advisors LLC reduced its stake in Woodward, Inc. (NASDAQ:WWD – Free Report) by 13.3% in the second quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The firm owned 2,224 shares of the t…",https://www.etfdailynews.com/2025/09/21/woodward-inc-wwd-shares-sold-by-pallas-capital-advisors-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/woodward-governor-logo-1200x675.jpg&w=240&h=240&zc=2,2025-09-21T09:10:48Z,"Pallas Capital Advisors LLC reduced its stake in Woodward, Inc. (NASDAQ:WWD – Free Report) by 13.3% in the second quarter, according to the company in its most recent 13F filing with the Securities a… [+6384 chars]",technology
"{'id': None, 'name': 'Ozbargain.com.au'}",No ONE,"TCL 75"" C6K Premium QD-Mini LED TV $1,188 + Delivery ($0 to Selected Areas/ NSW C&C) @ Appliance Central (Excl. TAS)","Key features Display: 75"" 4K Full Array Quantum Dot Mini LED Technology Picture smoothness: 200 Clear Motion Rate with VRR144Hz Smart stuff: Google TV operating system with Chromecast",https://www.ozbargain.com.au/node/925152,https://files.ozbargain.com.au/n/52/925152l.jpg?h=e8f58ba0,2025-09-21T09:09:49Z,"All trademarks are owned by their respective owners.OzBargain is an independent community website which has no association with nor endorsement by the respective trademark owners.
Copyright © 2006-2… [+32 chars]",technology
"{'id': None, 'name': '7NEWS.com.au'}",Hayley Taylor,Teen gamer reveals sickening scenes on Roblox as eSafety Commission announces new commitments to combat grooming,Teen gamer reveals sickening scenes on Roblox as eSafety Commission announces new commitments to combat grooming7news.com.au,https://7news.com.au/news/teen-gamer-reveals-sickening-scenes-inside-roblox-servers-as-esafety-commission-announces-new-commitments-to-combat-grooming-c-20021789,https://images.7news.com.au/publication/C-20021789/0d205f723d6d72398cbd8973b7c99bf626ac2702-16x9-x0y0w1280h720.jpg?imwidth=1200,2025-09-21T09:09:04Z,"Trigger warning: This article contains descriptions of child abuse
Gaming platform Roblox is used by millions of kids each day and insists child safety is central to its mission.
But young gamers s… [+10615 chars]",technology
"{'id': None, 'name': 'AutoExpress'}",Dawn Grant,Alfa Romeo Junior Elettrica Veloce: long-term test,"First report: sporty-looking EV makes a good first impression, although range could be an issue",https://www.autoexpress.co.uk/alfa-romeo/junior/367833/alfa-romeo-junior-elettrica-veloce-long-term-test,"https://media.autoexpress.co.uk/image/private/s--X-WVjvBW--/f_auto,t_content-image-full-desktop@1/v1758276000/autoexpress/2025/09/Long-term test- Alfa Romeo Junior Elettrica Veloce - front with dog and Dawn_pjrwhs.jpg",2025-09-21T09:08:46Z,"I like the cars exterior looks, and despite hoping for the Alfa red, the Arese Grey with Black Roof (£700 option) is classy.  The Junior Veloce looks different outside, with a lower ride height compa… [+3057 chars]",technology
"{'id': None, 'name': 'Biztoc.com'}",thestreet.com,Amazon is selling a 2-in-1 laptop and tablet for $63 that's a 'productivity powerhouse',"TheStreet aims to feature only the best products and services. If you buy something via one of our links, we may earn a commission.
Why we love this deal
It's no secret that technology has become an essential part of life. Whether it's a smartwatch on your wr…",https://biztoc.com/x/6eeb79eb0caa8c7c,https://biztoc.com/cdn/6eeb79eb0caa8c7c_s.webp,2025-09-21T09:08:00Z,"TheStreet aims to feature only the best products and services. If you buy something via one of our links, we may earn a commission.Why we love this dealIt's no secret that technology has become an es… [+144 chars]",technology
"{'id': 'cnn', 'name': 'CNN'}",Chris Isidore,Car prices are in check. But get ready for sticker shock on repair bills | CNN Business,"Despite billions in tariff costs for imported autos and parts, new car prices have stayed relatively flat. But the news isn’t as good for car owners taking their vehicles to the repair shop.",https://www.cnn.com/2025/09/21/business/car-repair-prices-soaring,"https://media.cnn.com/api/v1/images/stellar/prod/ap24263709335825.jpg?c=16x9&q=w_800,c_fill",2025-09-21T09:05:30Z,"Despite billions in tariff costs for imported autos and parts, new car prices have stayed relatively flat. But the news isnt as good for car owners taking their vehicles to the repair shop.
The pric… [+4776 chars]",technology
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Mn Services Vermogensbeheer B.V. Increases Position in TELUS Corporation $TU,"Mn Services Vermogensbeheer B.V. lifted its holdings in shares of TELUS Corporation (NYSE:TU – Free Report) (TSE:T) by 5.7% during the second quarter, according to the company in its most recent Form 13F filing with the SEC. The fund owned 181,200 shares of t…",https://www.etfdailynews.com/2025/09/21/mn-services-vermogensbeheer-b-v-increases-position-in-telus-corporation-tu/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/telus-co-logo-1200x675.jpg&w=240&h=240&zc=2,2025-09-21T09:04:47Z,"Mn Services Vermogensbeheer B.V. lifted its holdings in shares of TELUS Corporation (NYSE:TU – Free Report) (TSE:T) by 5.7% during the second quarter, according to the company in its most recent Form… [+5342 chars]",technology
"{'id': None, 'name': 'Torrentfreak.com'}",Andy Maxwell,"I Came, I Typed, I Downloaded – How a Pirate Librarian Became an FBI Target","Online piracy is in the midst of an identity crisis. Sites born with one name tend to discard them quite quickly, before adopting a series of others, hoping to stay one step ahead of the law. Site operators, meanwhile, no longer court the gaze of the media, c…",https://torrentfreak.com/i-came-i-typed-i-downloaded-how-a-pirate-librarian-became-an-fbi-target-250921/,https://torrentfreak.com/images/bookfi-b-ok-z-lib.png,2025-09-21T09:00:54Z,"In April 2011, a modest Russianlanguage news portal, ‘balcon.ru’, ran an interview with two young entrepreneurs. The men were quietly working to solve a problem, identified by both as a barrier to bo… [+8557 chars]",technology
"{'id': None, 'name': 'Android Authority'}",Mitja Rutnik,These two apps are all I need to keep my productivity high,"To skyrocket my productivity, I use Notion and Todoist on a daily basis. Here's a system I've set up for each one.",https://www.androidauthority.com/notion-todoist-productivity-apps-3598429/,https://www.androidauthority.com/wp-content/uploads/2024/11/todoist-google-alternative.jpg,2025-09-21T09:00:11Z,"Im all about productivity, trying to get as much done in the least amount of time. As an Editor here at Android Authority and someone who is involved in all sorts of projects outside of work, I have … [+7626 chars]",technology
"{'id': None, 'name': 'Creative Bloq'}",Ian Dean,"Autodesk is pitching a creative future with less noise, more Flow","Diana Colella, EVP and Head of Media & Entertainment, sets out her vision.",https://www.creativebloq.com/3d/autodesk-is-pitching-a-creative-future-with-less-noise-more-flow,https://cdn.mos.cms.futurecdn.net/CU95VZzNvXV65kjNM8F7jY.jpg,2025-09-21T09:00:00Z,"At Autodesk University 2025, one theme dominated the Media &amp; Entertainment chat: AI. But while the industry buzz is deafening, Diana Colella, EVP and Head of Media &amp; Entertainment at Autodesk… [+6998 chars]",technology
"{'id': None, 'name': 'Ndtvprofit.com'}",PTI,NTPC Looks To Acquire Uranium Assets Overseas To Ensure Fuel For Future Nuclear Projects,"Home-grown power giant NTPC, which is diversifying into clean energy generation, looks to acquire uranium assets overseas to ensure fuel availability for its future nuclear projects, according to a company official. Established as a thermal-based power genera…",https://www.ndtvprofit.com/business/ntpc-looks-to-acquire-uranium-assets-overseas-to-ensure-fuel-for-future-nuclear-projects,https://media.assettype.com/bloombergquint%2F2024-08-30%2F0oeqvmde%2FNTPC-Kawas.jpeg?w=1200&auto=format%2Ccompress&ogImage=true,2025-09-21T08:59:18Z,"In January this year, NTPC formed its subsidiary NTPC Parmanu Urja Nigam Ltd (NPUNL) to explore individual nuclear projects.
Besides, NTPC is collaborating with various nuclear technology providers … [+912 chars]",technology
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Precigen (NASDAQ:PGEN) Director Randal Kirk Sells 3,596,892 Shares","Precigen, Inc. (NASDAQ:PGEN – Get Free Report) Director Randal Kirk sold 3,596,892 shares of the business’s stock in a transaction dated Friday, September 19th. The stock was sold at an average price of $3.68, for a total value of $13,236,562.56. Following th…",https://www.etfdailynews.com/2025/09/21/precigen-nasdaqpgen-director-randal-kirk-sells-3596892-shares/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/precigen-inc-logo-1200x675.jpg?v=20240523112351&w=240&h=240&zc=2,2025-09-21T08:55:03Z,"Precigen, Inc. (NASDAQ:PGEN – Get Free Report) Director Randal Kirk sold 3,596,892 shares of the business’s stock in a transaction dated Friday, September 19th. The stock was sold at an average price… [+4152 chars]",technology
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Insider Selling: Precigen (NASDAQ:PGEN) Director Sells 1,403,360 Shares of Stock","Precigen, Inc. (NASDAQ:PGEN – Get Free Report) Director Randal Kirk sold 1,403,360 shares of Precigen stock in a transaction dated Thursday, September 18th. The stock was sold at an average price of $3.86, for a total value of $5,416,969.60. Following the sal…",https://www.etfdailynews.com/2025/09/21/insider-selling-precigen-nasdaqpgen-director-sells-1403360-shares-of-stock/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/precigen-inc-logo-1200x675.jpg?v=20240523112351&w=240&h=240&zc=2,2025-09-21T08:55:02Z,"Precigen, Inc. (NASDAQ:PGEN – Get Free Report) Director Randal Kirk sold 1,403,360 shares of Precigen stock in a transaction dated Thursday, September 18th. The stock was sold at an average price of … [+4379 chars]",technology
