source,author,title,description,url,urlToImage,publishedAt,content,topic
"{'id': None, 'name': 'New Zealand Herald'}",Daniel Stublen,Trump’s H-1B visa order clarified as one-time US$100k fee for new petitions,Indian nationals make up nearly three-quarters of all new H-1B visa recipients.,https://www.nzherald.co.nz/business/trumps-h-1b-visa-order-clarified-as-one-time-us100k-fee-for-new-petitions/BFKPTDZ4MBCW5KHN2N7GNR76SQ/,https://www.nzherald.co.nz/resizer/v2/SNLNPJF6FRHXPJQGS443WGZ5PA.jpg?auth=07fa3676169b5576ec70594e77ac5c462d48f0076e6c017ef8e9a4e9fa004be2&width=1200&height=675&quality=70&focal=592%2C384&smart=false,2025-09-20T20:37:34Z,"Some people who were already on planes preparing to leave the country on Friday de-boarded over fears they may not be allowed to re-enter the country, the San Francisco Chronicle reported.
H-1B visa… [+2563 chars]",technology
"{'id': None, 'name': 'Digital Journal'}",Dr. Tim Sandle,Ethylene oxide and medical devices: Trump reverses EPA releases decision,"Processes were enacted to reduce ethylene oxide use, the U.S. government has reversed a policy that was driving this reduction forward.
The post Ethylene oxide and medical devices: Trump reverses EPA releases decision appeared first on Digital Journal.",https://www.digitaljournal.com/tech-science/ethylene-oxide-and-medical-devices-trump-reverses-epa-releases-decision/article,https://www.digitaljournal.com/wp-content/uploads/2023/08/7ac0d8aff163cbed845b1a4a4f0a018a88cf148f.jpg,2025-09-20T20:17:48Z,"A team of surgeons transplanting a pig kidney into a brain dead patient, part of a growing field of research aimed at advancing cross-species transplants and closing the organ donor gap - Copyright N… [+3880 chars]",technology
"{'id': None, 'name': 'Benzinga'}",Bibhu Pattnaik,uCloudlink's GlocalMe Taps Into U.S. Pet Boom With PetPhone After Market Re-Entry,"uCloudlink Group's consumer brand GlocalMe is making a renewed push into the U.S. with the launch of PetPhone, an AI-powered device designed to let pets and owners stay connected.",https://www.benzinga.com/markets/tech/25/09/47778252/ucloudlinks-glocalme-taps-into-u-s-pet-boom-with-petphone-after-market-re-entry,https://cdn.benzinga.com/files/images/story/2025/09/20/Petphone.jpeg?width=1200&height=800&fit=crop,2025-09-20T20:15:00Z,"uCloudlink Group Inc's UCL consumer brand GlocalMe is making a renewed push into the U.S. with the launch of PetPhone, an AI-powered device designed to let pets and owners stay connected. 
The compa… [+3296 chars]",technology
"{'id': None, 'name': 'Digital Journal'}",Dr. Tim Sandle,"Virtual reality: Good, bad, or somewhere in between?","Virtual reality is not for everything - this is the simplified outcome from extensive research. So, what should and shouldn't VR be applied to?
The post Virtual reality: Good, bad, or somewhere in between? appeared first on Digital Journal.",https://www.digitaljournal.com/tech-science/virtual-reality-good-bad-or-somewhere-in-between/article,https://www.digitaljournal.com/wp-content/uploads/2021/11/Virtual-Reality-VR-gogles-AFP-1K.jpg,2025-09-20T20:07:23Z,"VR goggles were among the technological offerings getting an outing at the Web Summit in Lisbon. © AFP
A comprehensive review of published experimental research reveals how virtual reality (VR) is b… [+4586 chars]",technology
"{'id': None, 'name': 'New York Post'}","Victor Nava, Rich Calder","White House tries easing panic over high-skill H1-B visa crackdown, says new $100 K fee won’t apply to existing visa holders","President Donald Trump's new $100,000 H-1B fee won't apply to existing visa holders, a White House official told The Post Saturday, trying to ease confusion by big tech and finance companies who’ve been scrambling to respond to the changes.",https://nypost.com/2025/09/20/us-news/white-house-tries-easing-panic-over-high-skill-h1-b-visa-crackdown-says-new-100-k-fee-wont-apply-to-existing-visa-holders/,https://nypost.com/wp-content/uploads/sites/2/2025/09/111805525.jpg?quality=75&strip=all&w=1024,2025-09-20T20:04:18Z,"President Donald Trump’s new $100,000 fee for high-skill H-1B visas only applies to new applicants, a White House official told The Post Saturday, as companies that heavily rely on foreign workers sc… [+4120 chars]",technology
"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",April McLennan,'We should kill him': AI chatbot encourages man to murder his father,"Experts are calling for new regulations on artificial intelligence chatbots, after a triple j hack investigation uncovered a disturbing example of a chatbot encouraging a man to murder his father while engaging in paedophilic role-play.",https://www.abc.net.au/news/2025-09-21/ai-chatbot-encourages-australian-man-to-murder-his-father/105793930,https://live-production.wcms.abc-cdn.net.au/35b25518d5a1ecafd3ffbf57c4afd573?impolicy=wcms_watermark_news&cropH=324&cropW=576&xPos=0&yPos=0&width=862&height=485&imformat=generic,2025-09-20T20:03:26Z,"Experts are calling for new regulations to require artificial intelligence chatbots to remind users they are not speaking with a real human, after an investigation by triple j hack uncovered a distur… [+6755 chars]",technology
"{'id': None, 'name': 'Boston Herald'}",Associated Press,Cyberattack disrupts check-in systems at major European airport,A cyberattack targeting check-in and boarding systems disrupted air traffic and caused delays at several of Europe’s major airports on Saturday.,https://www.bostonherald.com/2025/09/20/cyberattack-disrupts-check-in-systems-at-major-european-airport/,https://www.bostonherald.com/wp-content/uploads/2025/09/eu-cyberattack.jpg?w=1024&h=683,2025-09-20T20:01:59Z,"A cyberattack targeting check-in and boarding systems disrupted air traffic and caused delays at several of Europes major airports on Saturday.
While the impact on travelers appeared to be limited, … [+4713 chars]",technology
"{'id': None, 'name': 'Guessingheadlights.com'}",Gabrielle Schmauderer,The Most Iconic Liveries in Motorsport History (Ranked),"Iconic motorsport liveries have the power to turn racing machines into legends. From Le Mans prototypes to Formula 1 champions, the right paint scheme can define an era and embed itself in pop culture within ... Read more",https://guessingheadlights.com/iconic-motorsport-liveries-ranked/,https://guessingheadlights.com/wp-content/uploads/2025/08/Untitled-design-2025-08-05T115137.254.jpg,2025-09-20T20:00:03Z,"Iconic motorsport liveries have the power to turn racing machines into legends. From Le Mans prototypes to Formula 1 champions, the right paint scheme can define an era and embed itself in pop cultur… [+3758 chars]",technology
"{'id': None, 'name': 'Soldiersystems.net'}",Eric G,"DroneShield Surpasses 4,000 Systems Sold, $7.9m orders","DroneShield (ASX:DRO) is pleased to announce it has surpassed 4,000 systems sold worldwide with the receipt of a package of 2 standalone contracts totalling $7.9 million for handheld systems for delivery to the U.S. Department of Defense. DroneShield expects …",https://soldiersystems.net/2025/09/20/droneshield-surpasses-4000-systems-sold-7-9m-orders/,https://soldiersystems.net/wp-content/uploads/2025/09/image-6-10.jpg,2025-09-20T20:00:00Z,"DroneShield (ASX:DRO) is pleased to announce it has surpassed 4,000 systems sold worldwide with the receipt of a package of 2 standalone contracts totalling $7.9 million for handheld systems for deli… [+5110 chars]",technology
"{'id': None, 'name': 'International Business Times'}",Daniel STUBLEN,"White House Says $100,000 H-1B Visa Fee To Be One-time Payment","The White House issued a major clarification Saturday to its new H-1B visa policy that had rattled the tech industry a day earlier, saying a $100,000 fee will be a ""one-time"" payment imposed only on new applicants.",https://www.ibtimes.com/white-house-says-100000-h-1b-visa-fee-one-time-payment-3784050,https://d.ibtimes.com/en/full/4622895/white-house-said-100000-fee-would-one-time-not-annually-secretary-commerce-howard-lutnick.jpg,2025-09-20T19:57:07Z,"The White House issued a major clarification Saturday to its new H-1B visa policy that had rattled the tech industry a day earlier, saying a $100,000 fee will be a ""one-time"" payment imposed only on … [+3577 chars]",technology
